Sequence Number: 69
00>
00>
Printing STS0 CIR
00>
00>
_________________________________
00>
1,-21,
-38,-50,
-8,-17,
26,28,
44,-29,
7,-62,
35,-11,
-6,11,
-22,-12,
-71,36,
-4,32,
-30,-9,
14,-29,
21,-80,
40,-43,
37,-20,
3,34,
6,10,
-37,-33,
-36,-39,
-54,-22,
36,-39,
10,-28,
44,30,
54,27,
10,55,
3,-31,
-33,-59,
-1,-40,
-33,28,
-43,27,
-26,53,
-5,47,
53,15,
12,-8,
-47,-67,
-61,-25,
80,-45,
66,15,
31,24,
3,15,
-8,-21,
-31,53,
10,100,
29,50,
1,43,
-20,4,
-77,-24,
-40,-51,
5,-22,
-32,-22,
-119,27,
-61,62,
13,15,
19,-52,
33,-41,
-3,-23,
29,33,
96,19,
51,4,
23,-57,
-8,5,
75,-23,
62,-10,
37,-41,
38,-7,
65,59,
55,-4,
13,-18,
30,-1,
-31,30,
14,16,
-25,-52,
27,-45,
8,-12,
63,41,
-4,-28,
-4,-20,
8,17,
-7,45,
-90,22,
-36,23,
-45,-35,
26,-52,
27,-18,
33,33,
35,55,
45,-53,
36,-35,
3,11,
26,6,
7,45,
-68,-8,
-34,-37,
-5,-24,
47,9,
63,-86,
-64,-32,
-17,-18,
-28,0,
-1,-83,
39,3,
7,-24,
-17,20,
16,55,
60,-16,
42,-90,
11,32,
34,-44,
50,52,
39,3,
14,-45,
-15,52,
-39,-17,
35,-7,
25,-16,
-9,-47,
4,94,
23,-31,
61,-73,
-10,-22,
-28,39,
0,5,
14,87,
34,42,
-9,-58,
6,-51,
16,16,
65,-30,
7,-6,
8,-15,
-32,-21,
-29,-27,
7,-70,
-2,-19,
6,10,
-21,53,
-45,92,
-3,15,
42,-40,
43,-40,
23,-7,
24,-45,
-14,9,
-24,-31,
-6,26,
34,-6,
47,41,
-8,57,
18,33,
17,-26,
14,23,
-9,-23,
27,9,
36,41,
6,-20,
-12,-3,
4,21,
50,39,
30,34,
7,39,
44,51,
32,16,
27,30,
-46,-18,
-49,-34,
54,17,
49,34,
-7,34,
-63,8,
-37,-64,
63,-10,
97,47,
98,-11,
30,-25,
-50,12,
-37,1,
-47,-35,
-24,-13,
-103,9,
12,-7,
13,-84,
58,-19,
29,14,
-13,31,
-3,11,
-24,13,
17,-10,
9,-36,
38,6,
53,41,
-34,-20,
18,-70,
-16,-14,
-90,-62,
-77,-30,
34,-42,
17,-47,
14,42,
23,51,
-31,20,
-22,45,
35,5,
-17,-41,
27,-33,
-7,7,
63,28,
7,17,
36,-30,
25,22,
7,25,
-14,-39,
-6,-34,
21,16,
44,-25,
12,-19,
-11,1,
-10,0,
26,40,
72,9,
14,-35,
28,-19,
44,-11,
47,-10,
42,-38,
50,46,
-13,26,
37,52,
-27,4,
-63,20,
5,18,
12,-13,
23,6,
-32,22,
-27,18,
