Sequence Number: 37
00>
00>
Printing STS0 CIR
00>
00>
_________________________________
00>
36,-5,
-46,50,
-32,64,
61,61,
30,-3,
22,0,
70,17,
-14,-52,
14,-48,
29,-10,
33,11,
-70,-21,
-12,8,
15,37,
26,17,
48,8,
63,-34,
-15,5,
13,16,
-10,70,
11,-31,
41,24,
-2,20,
-3,-23,
-33,-35,
-22,9,
45,37,
-33,-36,
-47,-65,
9,20,
67,12,
43,17,
67,-29,
46,-68,
20,-49,
15,-38,
58,69,
61,85,
50,27,
41,11,
1,-23,
69,-34,
63,-8,
51,-47,
0,-33,
-17,18,
78,78,
22,67,
49,-89,
28,-111,
34,-86,
30,-107,
-78,-29,
7,34,
41,21,
28,-27,
-35,-31,
-23,-13,
-29,-15,
-69,23,
10,11,
31,10,
-26,19,
42,-11,
5,4,
27,-21,
45,-20,
28,36,
-6,26,
85,-2,
-14,30,
-44,-15,
-14,-1,
25,-20,
40,9,
10,20,
-26,1,
-6,-35,
22,-10,
52,57,
22,-32,
21,-1,
-20,-33,
-27,8,
-6,-15,
1,10,
30,-20,
58,-28,
42,21,
-8,9,
7,-36,
-12,-13,
3,-43,
14,-22,
54,17,
-11,51,
-57,37,
18,26,
-16,35,
-21,-10,
4,21,
59,34,
42,13,
37,23,
6,32,
6,-65,
-1,-26,
13,13,
-31,9,
-5,-15,
-11,-49,
-14,-23,
-54,-21,
-39,-88,
-32,-4,
13,7,
-33,67,
-63,26,
35,39,
-16,-35,
14,-48,
18,-1,
64,14,
15,-45,
-41,-67,
-14,-84,
14,-22,
17,-10,
-66,16,
-39,37,
-61,40,
-20,32,
12,29,
-2,37,
29,10,
5,-27,
-26,-49,
24,20,
-65,-15,
-16,-21,
-10,56,
-47,-6,
65,21,
18,-15,
-47,-39,
-82,38,
-54,62,
-40,-30,
40,29,
56,-19,
72,-6,
60,-56,
44,-42,
25,47,
4,26,
-16,8,
-59,-3,
19,-9,
41,13,
-36,15,
-75,55,
-39,27,
-31,-27,
31,23,
-38,-53,
-31,2,
9,6,
66,57,
60,32,
37,-38,
-47,-47,
-60,-69,
-4,-25,
81,27,
-9,91,
-27,10,
-15,-88,
-36,-51,
-34,-61,
32,-69,
9,-22,
-47,25,
-16,13,
2,-8,
30,-53,
26,57,
-19,59,
-50,-11,
23,1,
62,44,
7,2,
-11,-44,
-56,6,
28,99,
76,100,
-36,22,
20,-18,
-29,-21,
77,39,
56,-14,
21,-36,
-32,-103,
-36,-30,
19,77,
40,-32,
30,0,
0,8,
-17,-20,
-26,-35,
-64,43,
-57,9,
-62,23,
-24,-16,
7,-9,
8,7,
6,-73,
34,-20,
-6,-10,
28,-61,
-12,-9,
17,26,
0,-22,
3,14,
58,26,
70,1,
21,-21,
-23,-5,
48,-8,
14,4,
-27,38,
44,38,
5,50,
24,-1,
84,46,
-24,3,
31,-62,
29,-20,
53,49,
-15,23,
-41,10,
27,36,
15,-94,
25,-48,
-24,42,
51,39,
16,0,
24,-35,
12,-36,
46,-63,
36,-50,
67,4,
5,-48,
6,-34,
-63,32,
-23,-16,
-39,-23,
16,-62,
50,-37,
49,-47,
47,26,
14,-23,
84,11,
24,18,
-22,61,
-50,-36,
-38,17,
3,3,
-5,33,
20,29,
-6,-23,
55,-30,
0,-9,
-47,-62,
-17,-59,
1,-15,
49,21,
30,60,
47,-13,
13,-27,
36,27,
-23,15,
37,25,
57,48,
-13,21,
11,50,
-7,17,
44,10,
60,7,
8,-39,
10,25,
54,-17,
80,-17,
33,7,
-31,12,
-19,16,
-32,38,
10,81,
63,73,
93,-20,
106,5,
55,37,
29,15,
45,56,
27,10,
-34,28,
-6,35,
-9,28,
6,3,
35,5,
81,5,
-7,13,
56,-21,
43,-14,
-30,-35,
-49,-19,
-83,-10,
18,18,
