Sequence Number: 66
00>
00>
Printing STS0 CIR
00>
00>
_________________________________
00>
-3,10,
-19,7,
52,-45,
22,-22,
14,4,
3,70,
-2,60,
-30,43,
-41,5,
-43,32,
-51,31,
-31,84,
32,-9,
13,-74,
-5,-70,
-17,-22,
-35,29,
-6,-77,
7,-29,
8,23,
-25,-36,
17,-33,
32,-11,
-28,3,
-38,4,
-33,7,
-77,48,
-57,-2,
11,26,
28,-10,
72,-34,
19,31,
-4,69,
-20,-3,
25,3,
-33,20,
-16,19,
60,-11,
66,-8,
14,-72,
56,-20,
39,-45,
53,-65,
65,-65,
97,-15,
-7,30,
-1,52,
46,49,
91,26,
-10,4,
-4,-9,
-46,25,
19,3,
47,-17,
27,-6,
36,-10,
25,31,
38,12,
-5,0,
-90,-32,
6,35,
33,55,
36,13,
21,-45,
7,-55,
-20,3,
50,10,
-3,-31,
-89,-52,
-102,-7,
1,-5,
34,54,
12,21,
58,-37,
86,-50,
37,-16,
30,0,
55,-67,
55,13,
22,80,
-37,5,
-36,0,
-8,-50,
-19,-56,
-15,8,
-34,41,
-78,6,
-38,-36,
107,-79,
60,-46,
96,-84,
53,50,
12,133,
-40,58,
-29,-32,
-4,-34,
-55,-43,
-7,27,
-2,67,
5,44,
15,43,
54,10,
8,40,
5,-5,
-31,-12,
-50,4,
-27,13,
-29,76,
3,-8,
7,-4,
-11,27,
2,47,
81,48,
-21,27,
-11,36,
14,-47,
-11,-43,
-31,-10,
-25,60,
50,-4,
36,-9,
37,-35,
47,-22,
27,23,
32,35,
0,-29,
16,-10,
-50,63,
-67,44,
71,54,
34,26,
-60,71,
-19,34,
73,-14,
105,-79,
62,-20,
46,-45,
121,-61,
76,-5,
25,-15,
-47,-4,
10,-17,
19,-23,
-6,39,
-52,34,
-103,66,
36,25,
11,17,
15,36,
-8,53,
-47,17,
45,17,
41,-89,
69,-41,
72,-21,
131,-53,
-26,27,
-8,45,
-30,27,
9,-19,
108,-20,
70,107,
35,26,
32,-11,
118,-1,
40,7,
-27,79,
-51,38,
-14,57,
-4,11,
-29,52,
