行号,phi1(°),phi2(°),theta1(°),theta2(°),发射端x,发射端y,发射端朝向(°),反射面a,反射面b,残差,距离(-4,0),合法性
1,44.7048,-0.1352,-43.5686,-5.1111,-6.238572,-0.256731,-43.0771,-0.080565,-3.210785,0.051582,1.264900,合法
2,40.6764,-0.0522,-45.7255,-4.6569,-4.813667,0.174374,-45.5230,-0.096138,-2.597112,0.025771,0.255199,合法
3,43.1197,0.3471,-46.1379,-6.5035,-6.603328,0.077926,-45.0479,-0.035663,-2.862656,0.007967,1.605220,合法
4,43.8891,-1.2915,-44.0774,-5.1701,-5.648515,-0.079484,-45.4277,0.016832,-2.586489,0.073121,0.653368,合法
5,44.4313,3.3024,-45.1230,-7.8210,-8.662803,0.303437,-45.2873,0.035365,-2.859698,0.108469,3.675350,合法
6,46.2234,4.2313,-46.0785,-6.7577,-6.230677,0.079652,-45.3085,-0.106346,-3.020602,0.079456,1.233252,合法
7,42.0898,0.2258,-43.5460,-7.1604,-6.972411,-0.193418,-41.0029,-0.112501,-3.469953,0.128028,1.981871,合法
8,48.5253,7.1909,-41.6132,-4.8172,-6.980778,-0.635292,-45.7074,0.007317,-3.217303,0.052431,2.080163,合法
9,44.1505,1.2361,-39.9975,-5.6002,-7.788532,-0.688905,-39.0179,0.068707,-3.046451,0.034937,2.872369,合法
10,45.4426,1.3240,-49.1786,-8.5987,-10.000000,0.492441,-44.3195,-0.006466,-3.139373,0.169447,5.024191,合法
